FIPS,danger,bins_num,bins_labels
1001,337,2,Medium Risk
1003,467,3,High Risk
1005,213,2,Medium Risk
1007,221,2,Medium Risk
1009,445,3,High Risk
1011,153,2,Medium Risk
1013,142,1,Low Risk
1015,411,3,High Risk
1017,245,2,Medium Risk
1019,343,2,Medium Risk
1021,272,2,Medium Risk
1023,244,2,Medium Risk
1025,359,2,Medium Risk
1027,247,2,Medium Risk
1029,209,2,Medium Risk
1031,306,2,Medium Risk
1033,751,3,High Risk
1035,133,1,Low Risk
1037,174,2,Medium Risk
1039,280,2,Medium Risk
1041,145,1,Low Risk
1043,740,3,High Risk
1045,380,2,Medium Risk
1047,251,2,Medium Risk
1049,789,3,High Risk
1051,450,3,High Risk
1053,220,2,Medium Risk
1055,434,3,High Risk
1057,254,2,Medium Risk
1059,451,3,High Risk
1061,272,2,Medium Risk
1063,161,2,Medium Risk
1065,214,2,Medium Risk
1067,235,2,Medium Risk
1069,448,3,High Risk
1071,573,3,High Risk
1073,1034,3,High Risk
1075,430,3,High Risk
1077,1067,3,High Risk
1079,549,3,High Risk
1081,356,2,Medium Risk
1083,705,3,High Risk
1085,185,2,Medium Risk
1087,194,2,Medium Risk
1089,1485,4,Very High Risk
1091,204,2,Medium Risk
1093,411,3,High Risk
1095,759,3,High Risk
1097,619,3,High Risk
1099,197,2,Medium Risk
1101,446,3,High Risk
1103,708,3,High Risk
1105,167,2,Medium Risk
1107,262,2,Medium Risk
1109,184,2,Medium Risk
1111,324,2,Medium Risk
1113,264,2,Medium Risk
1115,371,2,Medium Risk
1117,558,3,High Risk
1119,260,2,Medium Risk
1121,431,3,High Risk
1123,360,2,Medium Risk
1125,675,3,High Risk
1127,465,3,High Risk
1129,229,2,Medium Risk
1131,98,1,Low Risk
1133,380,2,Medium Risk
2013,188,2,Medium Risk
2016,484,3,High Risk
2020,434,3,High Risk
2050,331,2,Medium Risk
2060,91,1,Low Risk
2068,555,3,High Risk
2070,91,1,Low Risk
2090,260,2,Medium Risk
2100,348,2,Medium Risk
2110,563,3,High Risk
2122,658,3,High Risk
2130,261,2,Medium Risk
2150,217,2,Medium Risk
2164,426,3,High Risk
2170,471,3,High Risk
2180,649,3,High Risk
2185,846,3,High Risk
2188,555,3,High Risk
2201,1,0,Very Low Risk
2220,745,3,High Risk
2232,23,0,Very Low Risk
2240,304,2,Medium Risk
2261,713,3,High Risk
2270,0,0,Very Low Risk
2280,1,0,Very Low Risk
2282,258,2,Medium Risk
2290,747,3,High Risk
4001,580,3,High Risk
4003,616,3,High Risk
4005,1274,4,Very High Risk
4007,396,2,Medium Risk
4009,315,2,Medium Risk
4011,148,2,Medium Risk
4012,159,2,Medium Risk
4013,1386,4,Very High Risk
4015,858,3,High Risk
4017,826,3,High Risk
4019,1344,4,Very High Risk
4021,631,3,High Risk
4023,276,2,Medium Risk
4025,770,3,High Risk
4027,165,2,Medium Risk
5001,355,2,Medium Risk
5003,352,2,Medium Risk
5005,524,3,High Risk
5007,738,3,High Risk
5009,438,3,High Risk
5011,284,2,Medium Risk
5013,272,2,Medium Risk
5015,354,2,Medium Risk
5017,353,2,Medium Risk
5019,513,3,High Risk
5021,297,2,Medium Risk
5023,352,2,Medium Risk
5025,275,2,Medium Risk
5027,310,2,Medium Risk
5029,470,3,High Risk
5031,471,3,High Risk
5033,628,3,High Risk
5035,281,2,Medium Risk
5037,216,2,Medium Risk
5039,339,2,Medium Risk
5041,236,2,Medium Risk
5043,347,2,Medium Risk
5045,619,3,High Risk
5047,589,3,High Risk
5049,330,2,Medium Risk
5051,617,3,High Risk
5053,334,2,Medium Risk
5055,314,2,Medium Risk
5057,336,2,Medium Risk
5059,520,3,High Risk
5061,389,2,Medium Risk
5063,490,3,High Risk
5065,387,2,Medium Risk
5067,425,3,High Risk
5069,506,3,High Risk
5071,464,3,High Risk
5073,264,2,Medium Risk
5075,321,2,Medium Risk
5077,147,1,Low Risk
5079,221,2,Medium Risk
5081,284,2,Medium Risk
5083,338,2,Medium Risk
5085,653,3,High Risk
5087,432,3,High Risk
5089,350,2,Medium Risk
5091,364,2,Medium Risk
5093,404,3,High Risk
5095,299,2,Medium Risk
5097,395,2,Medium Risk
5099,245,2,Medium Risk
5101,354,2,Medium Risk
5103,401,2,Medium Risk
5105,362,2,Medium Risk
5107,174,2,Medium Risk
5109,342,2,Medium Risk
5111,334,2,Medium Risk
5113,492,3,High Risk
5115,461,3,High Risk
5117,327,2,Medium Risk
5119,1263,4,Very High Risk
5121,317,2,Medium Risk
5123,231,2,Medium Risk
5125,645,3,High Risk
5127,326,2,Medium Risk
5129,341,2,Medium Risk
5131,749,3,High Risk
5133,309,2,Medium Risk
5135,377,2,Medium Risk
5137,291,2,Medium Risk
5139,378,2,Medium Risk
5141,400,2,Medium Risk
5143,653,3,High Risk
5145,719,3,High Risk
5147,459,3,High Risk
5149,488,3,High Risk
6001,338,2,Medium Risk
6003,983,3,High Risk
6005,636,3,High Risk
6007,343,2,Medium Risk
6009,505,3,High Risk
6011,211,2,Medium Risk
6013,286,2,Medium Risk
6015,40,0,Very Low Risk
6017,1329,4,Very High Risk
6019,455,3,High Risk
6021,177,2,Medium Risk
6023,173,2,Medium Risk
6025,165,2,Medium Risk
6027,591,3,High Risk
6029,524,3,High Risk
6031,123,1,Low Risk
6033,147,1,Low Risk
6035,574,3,High Risk
6037,844,3,High Risk
6039,137,1,Low Risk
6041,309,2,Medium Risk
6043,166,2,Medium Risk
6045,79,1,Low Risk
6047,136,1,Low Risk
6049,363,2,Medium Risk
6051,525,3,High Risk
6053,209,2,Medium Risk
6055,225,2,Medium Risk
6057,1195,4,Very High Risk
6059,489,3,High Risk
6061,1261,4,Very High Risk
6063,601,3,High Risk
6065,1423,4,Very High Risk
6067,283,2,Medium Risk
6069,75,1,Low Risk
6071,2037,4,Very High Risk
6073,1589,4,Very High Risk
6075,156,2,Medium Risk
6077,216,2,Medium Risk
6079,182,2,Medium Risk
6081,326,2,Medium Risk
6083,386,2,Medium Risk
6085,444,3,High Risk
6087,319,2,Medium Risk
6089,698,3,High Risk
6091,681,3,High Risk
6093,1048,3,High Risk
6095,213,2,Medium Risk
6097,453,3,High Risk
6099,157,2,Medium Risk
6101,221,2,Medium Risk
6103,472,3,High Risk
6105,87,1,Low Risk
6107,267,2,Medium Risk
6109,533,3,High Risk
6111,489,3,High Risk
6113,148,2,Medium Risk
6115,471,3,High Risk
8001,717,3,High Risk
8003,552,3,High Risk
8005,933,3,High Risk
8007,1015,3,High Risk
8009,499,3,High Risk
8011,237,2,Medium Risk
8013,1391,4,Very High Risk
8014,449,3,High Risk
8015,691,3,High Risk
8017,723,3,High Risk
8019,607,3,High Risk
8021,472,3,High Risk
8023,915,3,High Risk
8025,143,1,Low Risk
8027,995,3,High Risk
8029,2117,4,Very High Risk
8031,459,3,High Risk
8033,1215,4,Very High Risk
8035,1011,3,High Risk
8037,1756,4,Very High Risk
8039,762,3,High Risk
8041,2030,4,Very High Risk
8043,1037,3,High Risk
8045,3611,5,Extremely High Risk
8047,599,3,High Risk
8049,707,3,High Risk
8051,1967,4,Very High Risk
8053,1321,4,Very High Risk
8055,1480,4,Very High Risk
8057,366,2,Medium Risk
8059,1169,4,Very High Risk
8061,456,3,High Risk
8063,1078,3,High Risk
8065,364,2,Medium Risk
8067,1188,4,Very High Risk
8069,1279,4,Very High Risk
8071,846,3,High Risk
8073,595,3,High Risk
8075,604,3,High Risk
8077,2813,4,Very High Risk
8079,528,3,High Risk
8081,2164,4,Very High Risk
8083,1070,3,High Risk
8085,2687,4,Very High Risk
8087,581,3,High Risk
8089,311,2,Medium Risk
8091,1146,4,Very High Risk
8093,675,3,High Risk
8095,310,2,Medium Risk
8097,1073,3,High Risk
8099,474,3,High Risk
8101,945,3,High Risk
8103,1782,4,Very High Risk
8105,807,3,High Risk
8107,2357,4,Very High Risk
8109,972,3,High Risk
8111,645,3,High Risk
8113,2366,4,Very High Risk
8115,276,2,Medium Risk
8117,360,2,Medium Risk
8119,403,3,High Risk
8121,776,3,High Risk
8123,1342,4,Very High Risk
8125,1115,4,Very High Risk
9001,843,3,High Risk
9003,746,3,High Risk
9005,1009,3,High Risk
9007,366,2,Medium Risk
9009,724,3,High Risk
9011,472,3,High Risk
9013,349,2,Medium Risk
9015,313,2,Medium Risk
10001,794,3,High Risk
10003,1078,3,High Risk
10005,1602,4,Very High Risk
11001,649,3,High Risk
12001,562,3,High Risk
12003,179,2,Medium Risk
12005,368,2,Medium Risk
12007,176,2,Medium Risk
12009,626,3,High Risk
12011,852,3,High Risk
12013,142,1,Low Risk
12015,163,2,Medium Risk
12017,211,2,Medium Risk
12019,412,3,High Risk
12021,403,3,High Risk
12023,268,2,Medium Risk
12027,153,2,Medium Risk
12029,136,1,Low Risk
12031,1139,4,Very High Risk
12033,311,2,Medium Risk
12035,626,3,High Risk
12037,158,2,Medium Risk
12039,185,2,Medium Risk
12041,126,1,Low Risk
12043,180,2,Medium Risk
12045,205,2,Medium Risk
12047,201,2,Medium Risk
12049,161,2,Medium Risk
12051,156,2,Medium Risk
12053,184,2,Medium Risk
12055,207,2,Medium Risk
12057,726,3,High Risk
12059,231,2,Medium Risk
12061,147,1,Low Risk
12063,437,3,High Risk
12065,225,2,Medium Risk
12067,118,1,Low Risk
12069,245,2,Medium Risk
12071,372,2,Medium Risk
12073,802,3,High Risk
12075,182,2,Medium Risk
12077,127,1,Low Risk
12079,275,2,Medium Risk
12081,284,2,Medium Risk
12083,618,3,High Risk
12085,150,2,Medium Risk
12086,887,3,High Risk
12087,315,2,Medium Risk
12089,368,2,Medium Risk
12091,317,2,Medium Risk
12093,103,1,Low Risk
12095,474,3,High Risk
12097,205,2,Medium Risk
12099,762,3,High Risk
12101,365,2,Medium Risk
12103,538,3,High Risk
12105,638,3,High Risk
12107,460,3,High Risk
12109,537,3,High Risk
12111,176,2,Medium Risk
12113,368,2,Medium Risk
12115,210,2,Medium Risk
12117,229,2,Medium Risk
12119,209,2,Medium Risk
12121,330,2,Medium Risk
12123,196,2,Medium Risk
12125,100,1,Low Risk
12127,426,3,High Risk
12129,362,2,Medium Risk
12131,504,3,High Risk
12133,220,2,Medium Risk
13001,194,2,Medium Risk
13003,132,1,Low Risk
13005,128,1,Low Risk
13007,110,1,Low Risk
13009,192,2,Medium Risk
13011,261,2,Medium Risk
13013,255,2,Medium Risk
13015,396,2,Medium Risk
13017,107,1,Low Risk
13019,140,1,Low Risk
13021,313,2,Medium Risk
13023,145,1,Low Risk
13025,183,2,Medium Risk
13027,156,2,Medium Risk
13029,244,2,Medium Risk
13031,419,3,High Risk
13033,247,2,Medium Risk
13035,204,2,Medium Risk
13037,88,1,Low Risk
13039,390,2,Medium Risk
13043,137,1,Low Risk
13045,369,2,Medium Risk
13047,255,2,Medium Risk
13049,171,2,Medium Risk
13051,972,3,High Risk
13053,133,1,Low Risk
13055,305,2,Medium Risk
13057,536,3,High Risk
13059,239,2,Medium Risk
13061,93,1,Low Risk
13063,283,2,Medium Risk
13065,216,2,Medium Risk
13067,559,3,High Risk
13069,264,2,Medium Risk
13071,207,2,Medium Risk
13073,265,2,Medium Risk
13075,101,1,Low Risk
13077,494,3,High Risk
13079,185,2,Medium Risk
13081,209,2,Medium Risk
13083,288,2,Medium Risk
13085,283,2,Medium Risk
13087,266,2,Medium Risk
13089,405,3,High Risk
13091,197,2,Medium Risk
13093,186,2,Medium Risk
13095,249,2,Medium Risk
13097,327,2,Medium Risk
13099,147,1,Low Risk
13101,78,1,Low Risk
13103,421,3,High Risk
13105,250,2,Medium Risk
13107,204,2,Medium Risk
13109,136,1,Low Risk
13111,303,2,Medium Risk
13113,359,2,Medium Risk
13115,483,3,High Risk
13117,395,2,Medium Risk
13119,232,2,Medium Risk
13121,743,3,High Risk
13123,338,2,Medium Risk
13125,111,1,Low Risk
13127,238,2,Medium Risk
13129,327,2,Medium Risk
13131,184,2,Medium Risk
13133,193,2,Medium Risk
13135,634,3,High Risk
13137,335,2,Medium Risk
13139,374,2,Medium Risk
13141,139,1,Low Risk
13143,247,2,Medium Risk
13145,264,2,Medium Risk
13147,228,2,Medium Risk
13149,225,2,Medium Risk
13151,317,2,Medium Risk
13153,327,2,Medium Risk
13155,123,1,Low Risk
13157,287,2,Medium Risk
13159,208,2,Medium Risk
13161,138,1,Low Risk
13163,171,2,Medium Risk
13165,156,2,Medium Risk
13167,192,2,Medium Risk
13169,193,2,Medium Risk
13171,173,2,Medium Risk
13173,114,1,Low Risk
13175,340,2,Medium Risk
13177,162,2,Medium Risk
13179,453,3,High Risk
13181,130,1,Low Risk
13183,184,2,Medium Risk
13185,348,2,Medium Risk
13187,280,2,Medium Risk
13189,117,1,Low Risk
13191,336,2,Medium Risk
13193,157,2,Medium Risk
13195,213,2,Medium Risk
13197,140,1,Low Risk
13199,226,2,Medium Risk
13201,135,1,Low Risk
13205,188,2,Medium Risk
13207,214,2,Medium Risk
13209,138,1,Low Risk
13211,228,2,Medium Risk
13213,314,2,Medium Risk
13215,288,2,Medium Risk
13217,248,2,Medium Risk
13219,205,2,Medium Risk
13221,202,2,Medium Risk
13223,276,2,Medium Risk
13225,181,2,Medium Risk
13227,271,2,Medium Risk
13229,127,1,Low Risk
13231,172,2,Medium Risk
13233,313,2,Medium Risk
13235,160,2,Medium Risk
13237,209,2,Medium Risk
13239,89,1,Low Risk
13241,342,2,Medium Risk
13243,105,1,Low Risk
13245,251,2,Medium Risk
13247,205,2,Medium Risk
13249,121,1,Low Risk
13251,312,2,Medium Risk
13253,102,1,Low Risk
13255,241,2,Medium Risk
13257,268,2,Medium Risk
13259,135,1,Low Risk
13261,228,2,Medium Risk
13263,150,2,Medium Risk
13265,116,1,Low Risk
13267,248,2,Medium Risk
13269,170,2,Medium Risk
13271,174,2,Medium Risk
13273,127,1,Low Risk
13275,224,2,Medium Risk
13277,165,2,Medium Risk
13279,171,2,Medium Risk
13281,220,2,Medium Risk
13283,133,1,Low Risk
13285,302,2,Medium Risk
13287,117,1,Low Risk
13289,188,2,Medium Risk
13291,273,2,Medium Risk
13293,276,2,Medium Risk
13295,328,2,Medium Risk
13297,373,2,Medium Risk
13299,222,2,Medium Risk
13301,133,1,Low Risk
13303,220,2,Medium Risk
13305,253,2,Medium Risk
13307,120,1,Low Risk
13309,128,1,Low Risk
13311,312,2,Medium Risk
13313,333,2,Medium Risk
13315,149,2,Medium Risk
13317,180,2,Medium Risk
13319,188,2,Medium Risk
13321,275,2,Medium Risk
15001,2167,4,Very High Risk
15003,3149,5,Extremely High Risk
15005,0,0,Very Low Risk
15007,3174,5,Extremely High Risk
15009,3599,5,Extremely High Risk
16001,138,1,Low Risk
16003,142,1,Low Risk
16005,218,2,Medium Risk
16007,70,1,Low Risk
16009,578,3,High Risk
16011,188,2,Medium Risk
16013,77,1,Low Risk
16015,170,2,Medium Risk
16017,541,3,High Risk
16019,129,1,Low Risk
16021,511,3,High Risk
16023,129,1,Low Risk
16025,164,2,Medium Risk
16027,121,1,Low Risk
16029,81,1,Low Risk
16031,129,1,Low Risk
16033,37,0,Very Low Risk
16035,390,2,Medium Risk
16037,52,0,Very Low Risk
16039,258,2,Medium Risk
16041,29,0,Very Low Risk
16043,196,2,Medium Risk
16045,196,2,Medium Risk
16047,80,1,Low Risk
16049,435,3,High Risk
16051,100,1,Low Risk
16053,85,1,Low Risk
16055,1162,4,Very High Risk
16057,586,3,High Risk
16059,259,2,Medium Risk
16061,114,1,Low Risk
16063,55,1,Low Risk
16065,65,1,Low Risk
16067,46,0,Very Low Risk
16069,206,2,Medium Risk
16071,43,0,Very Low Risk
16073,215,2,Medium Risk
16075,79,1,Low Risk
16077,121,1,Low Risk
16079,443,3,High Risk
16081,30,0,Very Low Risk
16083,162,2,Medium Risk
16085,150,2,Medium Risk
16087,212,2,Medium Risk
17001,435,3,High Risk
17003,564,3,High Risk
17005,260,2,Medium Risk
17007,218,2,Medium Risk
17009,201,2,Medium Risk
17011,481,3,High Risk
17013,216,2,Medium Risk
17015,434,3,High Risk
17017,209,2,Medium Risk
17019,531,3,High Risk
17021,317,2,Medium Risk
17023,212,2,Medium Risk
17025,313,2,Medium Risk
17027,334,2,Medium Risk
17029,328,2,Medium Risk
17031,1575,4,Very High Risk
17033,248,2,Medium Risk
17035,172,2,Medium Risk
17037,349,2,Medium Risk
17039,251,2,Medium Risk
17041,245,2,Medium Risk
17043,662,3,High Risk
17045,241,2,Medium Risk
17047,367,2,Medium Risk
17049,292,2,Medium Risk
17051,279,2,Medium Risk
17053,193,2,Medium Risk
17055,594,3,High Risk
17057,433,3,High Risk
17059,483,3,High Risk
17061,226,2,Medium Risk
17063,287,2,Medium Risk
17065,379,2,Medium Risk
17067,487,3,High Risk
17069,344,2,Medium Risk
17071,307,2,Medium Risk
17073,587,3,High Risk
17075,284,2,Medium Risk
17077,684,3,High Risk
17079,229,2,Medium Risk
17081,518,3,High Risk
17083,289,2,Medium Risk
17085,479,3,High Risk
17087,445,3,High Risk
17089,565,3,High Risk
17091,380,2,Medium Risk
17093,271,2,Medium Risk
17095,360,2,Medium Risk
17097,475,3,High Risk
17099,562,3,High Risk
17101,250,2,Medium Risk
17103,290,2,Medium Risk
17105,293,2,Medium Risk
17107,421,3,High Risk
17109,514,3,High Risk
17111,466,3,High Risk
17113,476,3,High Risk
17115,356,2,Medium Risk
17117,502,3,High Risk
17119,683,3,High Risk
17121,335,2,Medium Risk
17123,264,2,Medium Risk
17125,242,2,Medium Risk
17127,510,3,High Risk
17129,246,2,Medium Risk
17131,365,2,Medium Risk
17133,311,2,Medium Risk
17135,365,2,Medium Risk
17137,283,2,Medium Risk
17139,183,2,Medium Risk
17141,352,2,Medium Risk
17143,506,3,High Risk
17145,475,3,High Risk
17147,224,2,Medium Risk
17149,333,2,Medium Risk
17151,406,3,High Risk
17153,462,3,High Risk
17155,289,2,Medium Risk
17157,389,2,Medium Risk
17159,184,2,Medium Risk
17161,521,3,High Risk
17163,663,3,High Risk
17165,506,3,High Risk
17167,584,3,High Risk
17169,230,2,Medium Risk
17171,190,2,Medium Risk
17173,279,2,Medium Risk
17175,196,2,Medium Risk
17177,548,3,High Risk
17179,444,3,High Risk
17181,437,3,High Risk
17183,522,3,High Risk
17185,483,3,High Risk
17187,356,2,Medium Risk
17189,317,2,Medium Risk
17191,486,3,High Risk
17193,598,3,High Risk
17195,546,3,High Risk
17197,817,3,High Risk
17199,523,3,High Risk
17201,478,3,High Risk
17203,349,2,Medium Risk
18001,216,2,Medium Risk
18003,502,3,High Risk
18005,254,2,Medium Risk
18007,166,2,Medium Risk
18009,140,1,Low Risk
18011,320,2,Medium Risk
18013,168,2,Medium Risk
18015,215,2,Medium Risk
18017,274,2,Medium Risk
18019,346,2,Medium Risk
18021,188,2,Medium Risk
18023,232,2,Medium Risk
18025,322,2,Medium Risk
18027,295,2,Medium Risk
18029,303,2,Medium Risk
18031,210,2,Medium Risk
18033,189,2,Medium Risk
18035,326,2,Medium Risk
18037,345,2,Medium Risk
18039,406,3,High Risk
18041,229,2,Medium Risk
18043,245,2,Medium Risk
18045,260,2,Medium Risk
18047,240,2,Medium Risk
18049,224,2,Medium Risk
18051,682,3,High Risk
18053,291,2,Medium Risk
18055,300,2,Medium Risk
18057,445,3,High Risk
18059,241,2,Medium Risk
18061,332,2,Medium Risk
18063,472,3,High Risk
18065,237,2,Medium Risk
18067,234,2,Medium Risk
18069,339,2,Medium Risk
18071,321,2,Medium Risk
18073,190,2,Medium Risk
18075,153,2,Medium Risk
18077,264,2,Medium Risk
18079,160,2,Medium Risk
18081,373,2,Medium Risk
18083,494,3,High Risk
18085,420,3,High Risk
18087,206,2,Medium Risk
18089,454,3,High Risk
18091,366,2,Medium Risk
18093,295,2,Medium Risk
18095,389,2,Medium Risk
18097,750,3,High Risk
18099,253,2,Medium Risk
18101,147,1,Low Risk
18103,326,2,Medium Risk
18105,284,2,Medium Risk
18107,238,2,Medium Risk
18109,382,2,Medium Risk
18111,173,2,Medium Risk
18113,269,2,Medium Risk
18115,140,1,Low Risk
18117,222,2,Medium Risk
18119,269,2,Medium Risk
18121,293,2,Medium Risk
18123,227,2,Medium Risk
18125,490,3,High Risk
18127,326,2,Medium Risk
18129,603,3,High Risk
18131,162,2,Medium Risk
18133,306,2,Medium Risk
18135,213,2,Medium Risk
18137,375,2,Medium Risk
18139,189,2,Medium Risk
18141,442,3,High Risk
18143,143,1,Low Risk
18145,262,2,Medium Risk
18147,503,3,High Risk
18149,204,2,Medium Risk
18151,258,2,Medium Risk
18153,244,2,Medium Risk
18155,184,2,Medium Risk
18157,486,3,High Risk
18159,141,1,Low Risk
18161,177,2,Medium Risk
18163,597,3,High Risk
18165,272,2,Medium Risk
18167,396,2,Medium Risk
18169,233,2,Medium Risk
18171,215,2,Medium Risk
18173,555,3,High Risk
18175,242,2,Medium Risk
18177,389,2,Medium Risk
18179,209,2,Medium Risk
18181,228,2,Medium Risk
18183,280,2,Medium Risk
19001,423,3,High Risk
19003,326,2,Medium Risk
19005,337,2,Medium Risk
19007,379,2,Medium Risk
19009,335,2,Medium Risk
19011,714,3,High Risk
19013,730,3,High Risk
19015,587,3,High Risk
19017,401,2,Medium Risk
19019,596,3,High Risk
19021,442,3,High Risk
19023,558,3,High Risk
19025,462,3,High Risk
19027,506,3,High Risk
19029,528,3,High Risk
19031,427,3,High Risk
19033,586,3,High Risk
19035,437,3,High Risk
19037,318,2,Medium Risk
19039,384,2,Medium Risk
19041,603,3,High Risk
19043,501,3,High Risk
19045,543,3,High Risk
19047,447,3,High Risk
19049,912,3,High Risk
19051,285,2,Medium Risk
19053,355,2,Medium Risk
19055,482,3,High Risk
19057,473,3,High Risk
19059,519,3,High Risk
19061,616,3,High Risk
19063,443,3,High Risk
19065,420,3,High Risk
19067,419,3,High Risk
19069,434,3,High Risk
19071,367,2,Medium Risk
19073,415,3,High Risk
19075,379,2,Medium Risk
19077,554,3,High Risk
19079,510,3,High Risk
19081,378,2,Medium Risk
19083,494,3,High Risk
19085,479,3,High Risk
19087,357,2,Medium Risk
19089,317,2,Medium Risk
19091,396,2,Medium Risk
19093,337,2,Medium Risk
19095,449,3,High Risk
19097,399,2,Medium Risk
19099,544,3,High Risk
19101,340,2,Medium Risk
19103,588,3,High Risk
19105,533,3,High Risk
19107,339,2,Medium Risk
19109,550,3,High Risk
19111,482,3,High Risk
19113,945,3,High Risk
19115,344,2,Medium Risk
19117,367,2,Medium Risk
19119,471,3,High Risk
19121,431,3,High Risk
19123,468,3,High Risk
19125,665,3,High Risk
19127,511,3,High Risk
19129,325,2,Medium Risk
19131,325,2,Medium Risk
19133,350,2,Medium Risk
19135,296,2,Medium Risk
19137,275,2,Medium Risk
19139,489,3,High Risk
19141,478,3,High Risk
19143,359,2,Medium Risk
19145,330,2,Medium Risk
19147,384,2,Medium Risk
19149,575,3,High Risk
19151,406,3,High Risk
19153,1662,4,Very High Risk
19155,459,3,High Risk
19157,379,2,Medium Risk
19159,342,2,Medium Risk
19161,359,2,Medium Risk
19163,795,3,High Risk
19165,331,2,Medium Risk
19167,615,3,High Risk
19169,955,3,High Risk
19171,404,3,High Risk
19173,451,3,High Risk
19175,411,3,High Risk
19177,364,2,Medium Risk
19179,520,3,High Risk
19181,746,3,High Risk
19183,423,3,High Risk
19185,359,2,Medium Risk
19187,752,3,High Risk
19189,394,2,Medium Risk
19191,455,3,High Risk
19193,738,3,High Risk
19195,361,2,Medium Risk
19197,415,3,High Risk
20001,364,2,Medium Risk
20003,384,2,Medium Risk
20005,276,2,Medium Risk
20007,658,3,High Risk
20009,832,3,High Risk
20011,400,2,Medium Risk
20013,418,3,High Risk
20015,1344,4,Very High Risk
20017,298,2,Medium Risk
20019,420,3,High Risk
20021,566,3,High Risk
20023,675,3,High Risk
20025,635,3,High Risk
20027,448,3,High Risk
20029,530,3,High Risk
20031,437,3,High Risk
20033,556,3,High Risk
20035,1077,3,High Risk
20037,482,3,High Risk
20039,483,3,High Risk
20041,634,3,High Risk
20043,187,2,Medium Risk
20045,708,3,High Risk
20047,489,3,High Risk
20049,290,2,Medium Risk
20051,756,3,High Risk
20053,539,3,High Risk
20055,1043,3,High Risk
20057,1440,4,Very High Risk
20059,515,3,High Risk
20061,387,2,Medium Risk
20063,620,3,High Risk
20065,520,3,High Risk
20067,508,3,High Risk
20069,740,3,High Risk
20071,443,3,High Risk
20073,422,3,High Risk
20075,531,3,High Risk
20077,604,3,High Risk
20079,467,3,High Risk
20081,398,2,Medium Risk
20083,615,3,High Risk
20085,437,3,High Risk
20087,692,3,High Risk
20089,453,3,High Risk
20091,853,3,High Risk
20093,598,3,High Risk
20095,682,3,High Risk
20097,555,3,High Risk
20099,478,3,High Risk
20101,481,3,High Risk
20103,627,3,High Risk
20105,489,3,High Risk
20107,298,2,Medium Risk
20109,698,3,High Risk
20111,647,3,High Risk
20113,736,3,High Risk
20115,494,3,High Risk
20117,515,3,High Risk
20119,640,3,High Risk
20121,329,2,Medium Risk
20123,439,3,High Risk
20125,584,3,High Risk
20127,458,3,High Risk
20129,507,3,High Risk
20131,486,3,High Risk
20133,359,2,Medium Risk
20135,663,3,High Risk
20137,499,3,High Risk
20139,708,3,High Risk
20141,438,3,High Risk
20143,571,3,High Risk
20145,665,3,High Risk
20147,493,3,High Risk
20149,631,3,High Risk
20151,809,3,High Risk
20153,670,3,High Risk
20155,1108,4,Very High Risk
20157,547,3,High Risk
20159,526,3,High Risk
20161,547,3,High Risk
20163,463,3,High Risk
20165,628,3,High Risk
20167,773,3,High Risk
20169,492,3,High Risk
20171,602,3,High Risk
20173,1958,4,Very High Risk
20175,589,3,High Risk
20177,954,3,High Risk
20179,491,3,High Risk
20181,1076,3,High Risk
20183,411,3,High Risk
20185,628,3,High Risk
20187,534,3,High Risk
20189,415,3,High Risk
20191,876,3,High Risk
20193,693,3,High Risk
20195,555,3,High Risk
20197,525,3,High Risk
20199,524,3,High Risk
20201,488,3,High Risk
20203,399,2,Medium Risk
20205,363,2,Medium Risk
20207,257,2,Medium Risk
20209,284,2,Medium Risk
21001,188,2,Medium Risk
21003,188,2,Medium Risk
21005,158,2,Medium Risk
21007,486,3,High Risk
21009,260,2,Medium Risk
21011,291,2,Medium Risk
21013,364,2,Medium Risk
21015,348,2,Medium Risk
21017,210,2,Medium Risk
21019,318,2,Medium Risk
21021,125,1,Low Risk
21023,176,2,Medium Risk
21025,634,3,High Risk
21027,272,2,Medium Risk
21029,245,2,Medium Risk
21031,266,2,Medium Risk
21033,364,2,Medium Risk
21035,577,3,High Risk
21037,253,2,Medium Risk
21039,410,3,High Risk
21041,178,2,Medium Risk
21043,288,2,Medium Risk
21045,178,2,Medium Risk
21047,648,3,High Risk
21049,160,2,Medium Risk
21051,298,2,Medium Risk
21053,138,1,Low Risk
21055,376,2,Medium Risk
21057,120,1,Low Risk
21059,648,3,High Risk
21061,195,2,Medium Risk
21063,211,2,Medium Risk
21065,443,3,High Risk
21067,340,2,Medium Risk
21069,289,2,Medium Risk
21071,542,3,High Risk
21073,221,2,Medium Risk
21075,393,2,Medium Risk
21077,200,2,Medium Risk
21079,139,1,Low Risk
21081,214,2,Medium Risk
21083,536,3,High Risk
21085,221,2,Medium Risk
21087,164,2,Medium Risk
21089,325,2,Medium Risk
21091,144,1,Low Risk
21093,352,2,Medium Risk
21095,393,2,Medium Risk
21097,164,2,Medium Risk
21099,232,2,Medium Risk
21101,504,3,High Risk
21103,185,2,Medium Risk
21105,390,2,Medium Risk
21107,494,3,High Risk
21109,306,2,Medium Risk
21111,814,3,High Risk
21113,149,2,Medium Risk
21115,374,2,Medium Risk
21117,264,2,Medium Risk
21119,247,2,Medium Risk
21121,293,2,Medium Risk
21123,156,2,Medium Risk
21125,502,3,High Risk
